Tick,Position_Row,Position_Col,Current_Action,Target,Node_Status,Items_Collected,Exploration_Percent
938,0,3,Escaping,"(49, 49)",RUNNING,8,93.72%
939,2,4,Escaping,"(49, 49)",RUNNING,8,93.72%
940,2,5,Escaping,"(49, 49)",RUNNING,8,93.92%
941,2,5,Escaping,"(49, 49)",RUNNING,8,94.08%
942,2,7,Escaping,"(49, 49)",RUNNING,8,94.08%
943,1,8,Escaping,"(49, 49)",SUCCESS,8,94.40%
944,0,10,Escaping,"(49, 49)",RUNNING,8,94.56%
945,1,10,Escaping,"(49, 49)",RUNNING,8,94.80%
946,1,10,Escaping,"(49, 49)",RUNNING,8,94.88%
947,1,12,Escaping,"(49, 49)",RUNNING,8,94.88%
948,0,13,Escaping,"(49, 49)",SUCCESS,8,95.20%
949,2,14,Escaping,"(49, 49)",RUNNING,8,95.32%
950,2,14,Escaping,"(49, 49)",RUNNING,8,95.52%
951,4,15,Escaping,"(49, 49)",RUNNING,8,95.52%
952,2,16,Escaping,"(49, 49)",RUNNING,8,95.52%
953,2,17,Escaping,"(49, 49)",RUNNING,8,95.68%
954,0,19,Escaping,"(49, 49)",RUNNING,8,95.76%
955,1,18,Escaping,"(49, 49)",RUNNING,8,95.92%
956,3,16,Escaping,"(49, 49)",RUNNING,8,95.92%
957,3,14,Escaping,"(49, 49)",RUNNING,8,95.92%
958,1,14,Escaping,"(49, 49)",RUNNING,8,95.92%
959,1,12,Escaping,"(49, 49)",RUNNING,8,95.92%
960,1,10,Escaping,"(49, 49)",RUNNING,8,95.92%
961,1,8,Escaping,"(49, 49)",RUNNING,8,95.92%
962,2,6,Escaping,"(49, 49)",RUNNING,8,95.92%
963,1,4,Escaping,"(49, 49)",RUNNING,8,95.92%
964,0,2,Escaping,"(49, 49)",RUNNING,8,95.92%
965,1,0,Escaping,"(49, 49)",RUNNING,8,95.92%
966,3,0,Escaping,"(49, 49)",RUNNING,8,95.92%
967,5,0,Escaping,"(49, 49)",RUNNING,8,95.92%
968,7,0,Escaping,"(49, 49)",RUNNING,8,95.92%
969,9,0,Escaping,"(49, 49)",RUNNING,8,96.00%
970,10,1,Escaping,"(49, 49)",RUNNING,8,96.16%
971,12,1,Escaping,"(49, 49)",RUNNING,8,96.28%
972,13,0,Escaping,"(49, 49)",RUNNING,8,96.60%
973,15,0,Escaping,"(49, 49)",RUNNING,8,96.72%
974,16,0,Escaping,"(49, 49)",RUNNING,8,96.96%
975,18,0,Escaping,"(49, 49)",RUNNING,8,97.00%
976,18,1,Escaping,"(49, 49)",RUNNING,8,97.08%
977,16,3,Escaping,"(49, 49)",RUNNING,8,97.16%
978,15,4,Escaping,"(49, 49)",RUNNING,8,97.48%
979,15,6,Escaping,"(49, 49)",RUNNING,8,97.56%
980,16,6,Escaping,"(49, 49)",SUCCESS,8,97.60%
981,14,5,Escaping,"(49, 49)",RUNNING,8,97.60%
982,16,3,Escaping,"(49, 49)",RUNNING,8,97.60%
983,18,1,Escaping,"(49, 49)",RUNNING,8,97.60%
984,20,0,Escaping,"(49, 49)",RUNNING,8,97.60%
985,21,0,Escaping,"(49, 49)",SUCCESS,8,97.68%
986,22,2,Escaping,"(49, 49)",RUNNING,8,97.80%
987,23,2,Escaping,"(49, 49)",RUNNING,8,98.08%
988,23,2,Escaping,"(49, 49)",RUNNING,8,98.28%
989,25,2,Escaping,"(49, 49)",RUNNING,8,98.28%
990,26,1,Escaping,"(49, 49)",SUCCESS,8,98.68%
991,28,0,Escaping,"(49, 49)",RUNNING,8,98.84%
992,28,1,Escaping,"(49, 49)",RUNNING,8,98.96%
993,28,1,Escaping,"(49, 49)",RUNNING,8,99.00%
994,30,3,Escaping,"(49, 49)",RUNNING,8,99.00%
995,30,3,Escaping,"(49, 49)",RUNNING,8,99.16%
996,30,5,Escaping,"(49, 49)",RUNNING,8,99.16%
997,30,5,Escaping,"(49, 49)",RUNNING,8,99.40%
998,32,7,Escaping,"(49, 49)",RUNNING,8,99.40%
999,30,8,Escaping,"(49, 49)",RUNNING,8,99.40%
1000,28,7,Escaping,"(49, 49)",RUNNING,8,99.40%
1001,27,6,Escaping,"(49, 49)",SUCCESS,8,99.68%
1002,26,8,Escaping,"(49, 49)",RUNNING,8,99.84%
1003,25,8,Escaping,"(49, 49)",RUNNING,8,99.92%
1004,24,6,Escaping,"(49, 49)",RUNNING,8,99.92%
1005,25,8,Escaping,"(49, 49)",RUNNING,8,100.00%
1006,27,6,Escaping,"(49, 49)",RUNNING,8,100.00%
1007,29,8,Escaping,"(49, 49)",RUNNING,8,100.00%
1008,31,8,Escaping,"(49, 49)",RUNNING,8,100.00%
1009,31,6,Escaping,"(49, 49)",RUNNING,8,100.00%
1010,30,4,Escaping,"(49, 49)",RUNNING,8,100.00%
1011,29,2,Escaping,"(49, 49)",RUNNING,8,100.00%
1012,27,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1013,25,2,Escaping,"(49, 49)",RUNNING,8,100.00%
1014,23,2,Escaping,"(49, 49)",RUNNING,8,100.00%
1015,21,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1016,19,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1017,17,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1018,15,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1019,13,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1020,11,2,Escaping,"(49, 49)",RUNNING,8,100.00%
1021,9,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1022,7,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1023,5,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1024,3,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1025,1,0,Escaping,"(49, 49)",RUNNING,8,100.00%
1026,1,2,Escaping,"(49, 49)",RUNNING,8,100.00%
1027,3,2,Escaping,"(49, 49)",RUNNING,8,100.00%
1028,5,2,Escaping,"(49, 49)",RUNNING,8,100.00%
1029,6,4,Escaping,"(49, 49)",RUNNING,8,100.00%
1030,6,6,Escaping,"(49, 49)",RUNNING,8,100.00%
1031,6,8,Escaping,"(49, 49)",RUNNING,8,100.00%
1032,6,10,Escaping,"(49, 49)",RUNNING,8,100.00%
1033,6,12,Escaping,"(49, 49)",RUNNING,8,100.00%
1034,6,14,Escaping,"(49, 49)",RUNNING,8,100.00%
1035,6,16,Escaping,"(49, 49)",RUNNING,8,100.00%
1036,5,18,Escaping,"(49, 49)",RUNNING,8,100.00%
1037,5,20,Escaping,"(49, 49)",RUNNING,8,100.00%
1038,7,20,Escaping,"(49, 49)",RUNNING,8,100.00%
1039,9,20,Escaping,"(49, 49)",RUNNING,8,100.00%
1040,11,20,Escaping,"(49, 49)",RUNNING,8,100.00%
1041,13,20,Escaping,"(49, 49)",RUNNING,8,100.00%
1042,15,20,Escaping,"(49, 49)",RUNNING,8,100.00%
1043,17,20,Escaping,"(49, 49)",RUNNING,8,100.00%
1044,17,22,Escaping,"(49, 49)",RUNNING,8,100.00%
1045,15,22,Escaping,"(49, 49)",RUNNING,8,100.00%
1046,15,24,Escaping,"(49, 49)",RUNNING,8,100.00%
1047,15,26,Escaping,"(49, 49)",RUNNING,8,100.00%
1048,14,28,Escaping,"(49, 49)",RUNNING,8,100.00%
1049,13,30,Escaping,"(49, 49)",RUNNING,8,100.00%
1050,11,30,Escaping,"(49, 49)",RUNNING,8,100.00%
1051,10,28,Escaping,"(49, 49)",RUNNING,8,100.00%
1052,11,26,Escaping,"(49, 49)",RUNNING,8,100.00%
1053,12,24,Escaping,"(49, 49)",RUNNING,8,100.00%
1054,11,22,Escaping,"(49, 49)",RUNNING,8,100.00%
1055,9,22,Escaping,"(49, 49)",RUNNING,8,100.00%
1056,7,22,Escaping,"(49, 49)",RUNNING,8,100.00%
1057,5,22,Escaping,"(49, 49)",RUNNING,8,100.00%
1058,3,24,Escaping,"(49, 49)",RUNNING,8,100.00%
1059,1,24,Escaping,"(49, 49)",RUNNING,8,100.00%
1060,0,26,Escaping,"(49, 49)",RUNNING,8,100.00%
1061,0,28,Escaping,"(49, 49)",RUNNING,8,100.00%
1062,1,30,Escaping,"(49, 49)",RUNNING,8,100.00%
1063,3,30,Escaping,"(49, 49)",RUNNING,8,100.00%
1064,5,30,Escaping,"(49, 49)",RUNNING,8,100.00%
1065,5,28,Escaping,"(49, 49)",RUNNING,8,100.00%
1066,5,26,Escaping,"(49, 49)",RUNNING,8,100.00%
1067,7,24,Escaping,"(49, 49)",RUNNING,8,100.00%
1068,8,26,Escaping,"(49, 49)",RUNNING,8,100.00%
1069,8,28,Escaping,"(49, 49)",RUNNING,8,100.00%
1070,8,30,Escaping,"(49, 49)",RUNNING,8,100.00%
1071,7,32,Escaping,"(49, 49)",RUNNING,8,100.00%
1072,5,34,Escaping,"(49, 49)",RUNNING,8,100.00%
1073,4,36,Escaping,"(49, 49)",RUNNING,8,100.00%
1074,4,38,Escaping,"(49, 49)",RUNNING,8,100.00%
1075,5,40,Escaping,"(49, 49)",RUNNING,8,100.00%
1076,7,40,Escaping,"(49, 49)",RUNNING,8,100.00%
1077,9,40,Escaping,"(49, 49)",RUNNING,8,100.00%
1078,10,38,Escaping,"(49, 49)",RUNNING,8,100.00%
1079,11,36,Escaping,"(49, 49)",RUNNING,8,100.00%
1080,12,38,Escaping,"(49, 49)",RUNNING,8,100.00%
1081,12,40,Escaping,"(49, 49)",RUNNING,8,100.00%
1082,11,42,Escaping,"(49, 49)",RUNNING,8,100.00%
1083,10,44,Escaping,"(49, 49)",RUNNING,8,100.00%
1084,11,46,Escaping,"(49, 49)",RUNNING,8,100.00%
1085,13,44,Escaping,"(49, 49)",RUNNING,8,100.00%
1086,15,44,Escaping,"(49, 49)",RUNNING,8,100.00%
1087,17,42,Escaping,"(49, 49)",RUNNING,8,100.00%
1088,19,44,Escaping,"(49, 49)",RUNNING,8,100.00%
1089,21,46,Escaping,"(49, 49)",RUNNING,8,100.00%
1090,23,46,Escaping,"(49, 49)",RUNNING,8,100.00%
1091,25,48,Escaping,"(49, 49)",RUNNING,8,100.00%
1092,27,48,Escaping,"(49, 49)",RUNNING,8,100.00%
1093,29,48,Escaping,"(49, 49)",RUNNING,8,100.00%
1094,31,48,Escaping,"(49, 49)",RUNNING,8,100.00%
1095,33,46,Escaping,"(49, 49)",RUNNING,8,100.00%
1096,35,46,Escaping,"(49, 49)",RUNNING,8,100.00%
1097,37,46,Escaping,"(49, 49)",RUNNING,8,100.00%
1098,39,48,Escaping,"(49, 49)",RUNNING,8,100.00%
1099,41,48,Escaping,"(49, 49)",RUNNING,8,100.00%
1100,41,46,Escaping,"(49, 49)",RUNNING,8,100.00%
1101,40,44,Escaping,"(49, 49)",RUNNING,8,100.00%
1102,40,42,Escaping,"(49, 49)",RUNNING,8,100.00%
1103,40,40,Escaping,"(49, 49)",RUNNING,8,100.00%
1104,41,38,Escaping,"(49, 49)",RUNNING,8,100.00%
1105,41,36,Escaping,"(49, 49)",RUNNING,8,100.00%
1106,41,34,Escaping,"(49, 49)",RUNNING,8,100.00%
1107,43,34,Escaping,"(49, 49)",RUNNING,8,100.00%
1108,45,32,Escaping,"(49, 49)",RUNNING,8,100.00%
1109,47,32,Escaping,"(49, 49)",RUNNING,8,100.00%
1110,48,34,Escaping,"(49, 49)",RUNNING,8,100.00%
1111,47,36,Escaping,"(49, 49)",RUNNING,8,100.00%
1112,45,38,Escaping,"(49, 49)",RUNNING,8,100.00%
1113,43,40,Escaping,"(49, 49)",RUNNING,8,100.00%
1114,42,42,Escaping,"(49, 49)",RUNNING,8,100.00%
1115,43,44,Escaping,"(49, 49)",RUNNING,8,100.00%
1116,45,44,Escaping,"(49, 49)",RUNNING,8,100.00%
1117,47,44,Escaping,"(49, 49)",RUNNING,8,100.00%
1118,48,46,Escaping,"(49, 49)",RUNNING,8,100.00%
1119,48,48,Escaping,"(49, 49)",RUNNING,8,100.00%
1120,49,49,Escaping,"(49, 49)",SUCCESS,8,100.00%
